ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
P53_DN.V2_UP	P53_DN.V2_UP	78	-0.5614290642917554	-1.9505852734545186	1.2168410805548795e-4	0.001019699730972837	4.624618040806259e-4	2704	tags=49%, list=21%, signal=39%	ENSG00000132530/ENSG00000187010/ENSG00000049239/ENSG00000110848/ENSG00000087903/ENSG00000019485/ENSG00000118503/ENSG00000125144/ENSG00000008441/ENSG00000168679/ENSG00000006377/ENSG00000275302/ENSG00000128284/ENSG00000184271/ENSG00000140961/ENSG00000183421/ENSG00000138135/ENSG00000163406/ENSG00000248099/ENSG00000204618/ENSG00000179242/ENSG00000244405/ENSG00000150048/ENSG00000148604/ENSG00000101425/ENSG00000107562/ENSG00000140538/ENSG00000171303/ENSG00000188338/ENSG00000167772/ENSG00000145936/ENSG00000188763/ENSG00000126895/ENSG00000163739/ENSG00000078596/ENSG00000130032/ENSG00000186847/ENSG00000081041
KRAS.LUNG_UP.V1_DN	KRAS.LUNG_UP.V1_DN	76	-0.5443879756441361	-1.8841333906235571	1.2224938875305622e-4	0.001019699730972837	4.624618040806259e-4	2141	tags=43%, list=17%, signal=36%	ENSG00000099864/ENSG00000075340/ENSG00000165794/ENSG00000100033/ENSG00000149527/ENSG00000185585/ENSG00000136235/ENSG00000205978/ENSG00000074660/ENSG00000157554/ENSG00000108984/ENSG00000162882/ENSG00000092295/ENSG00000145824/ENSG00000174807/ENSG00000130035/ENSG00000180447/ENSG00000135547/ENSG00000171346/ENSG00000185432/ENSG00000129757/ENSG00000003137/ENSG00000186832/ENSG00000064300/ENSG00000007062/ENSG00000154162/ENSG00000016602/ENSG00000268104/ENSG00000164825/ENSG00000129455/ENSG00000129151/ENSG00000169035/ENSG00000094963
ATM_DN.V1_DN	ATM_DN.V1_DN	74	-0.5325326967916387	-1.8366731505777596	1.224739742804654e-4	0.001019699730972837	4.624618040806259e-4	1953	tags=39%, list=15%, signal=33%	ENSG00000160321/ENSG00000112559/ENSG00000132470/ENSG00000170458/ENSG00000064201/ENSG00000139567/ENSG00000196338/ENSG00000113205/ENSG00000075213/ENSG00000116396/ENSG00000162882/ENSG00000120156/ENSG00000000971/ENSG00000026559/ENSG00000085265/ENSG00000149591/ENSG00000198774/ENSG00000137675/ENSG00000126218/ENSG00000117013/ENSG00000180509/ENSG00000134757/ENSG00000158186/ENSG00000101280/ENSG00000163815/ENSG00000163734/ENSG00000148053/ENSG00000124205/ENSG00000137440
KRAS.BREAST_UP.V1_UP	KRAS.BREAST_UP.V1_UP	67	-0.5327711431890896	-1.8087362324875642	1.24750499001996e-4	0.001019699730972837	4.624618040806259e-4	1833	tags=40%, list=14%, signal=35%	ENSG00000115590/ENSG00000146674/ENSG00000253873/ENSG00000140961/ENSG00000155980/ENSG00000175899/ENSG00000144366/ENSG00000167244/ENSG00000087074/ENSG00000128342/ENSG00000129048/ENSG00000074416/ENSG00000184349/ENSG00000164736/ENSG00000153162/ENSG00000003436/ENSG00000171303/ENSG00000131016/ENSG00000186642/ENSG00000104044/ENSG00000136158/ENSG00000141639/ENSG00000092009/ENSG00000167755/ENSG00000163734/ENSG00000081041/ENSG00000094963
JNK_DN.V1_UP	JNK_DN.V1_UP	121	-0.4737609097083599	-1.7370451876530528	2.289639381797367e-4	0.0017389293559949125	7.886521715318472e-4	2065	tags=36%, list=16%, signal=31%	ENSG00000165868/ENSG00000275302/ENSG00000275004/ENSG00000101144/ENSG00000128266/ENSG00000146674/ENSG00000066405/ENSG00000137693/ENSG00000182326/ENSG00000125735/ENSG00000105270/ENSG00000261371/ENSG00000204616/ENSG00000156140/ENSG00000131018/ENSG00000116106/ENSG00000117400/ENSG00000019549/ENSG00000168447/ENSG00000064655/ENSG00000120156/ENSG00000092295/ENSG00000168453/ENSG00000144476/ENSG00000148082/ENSG00000143344/ENSG00000184845/ENSG00000171403/ENSG00000107282/ENSG00000170989/ENSG00000118194/ENSG00000135502/ENSG00000122644/ENSG00000106823/ENSG00000102010/ENSG00000158186/ENSG00000196139/ENSG00000197576/ENSG00000105996/ENSG00000149575/ENSG00000124134/ENSG00000115353/ENSG00000169035/ENSG00000094755
CYCLIN_D1_KE_.V1_DN	CYCLIN_D1_KE_.V1_DN	111	-0.4871072516511019	-1.7692279745779953	2.3124060585038732e-4	0.0017389293559949125	7.886521715318472e-4	2088	tags=34%, list=16%, signal=29%	ENSG00000158164/ENSG00000118308/ENSG00000160716/ENSG00000115594/ENSG00000128266/ENSG00000213930/ENSG00000119950/ENSG00000197943/ENSG00000182511/ENSG00000170458/ENSG00000185668/ENSG00000140299/ENSG00000175899/ENSG00000163083/ENSG00000175164/ENSG00000162616/ENSG00000144476/ENSG00000119138/ENSG00000121361/ENSG00000148700/ENSG00000145675/ENSG00000136732/ENSG00000171094/ENSG00000107562/ENSG00000162551/ENSG00000117525/ENSG00000122644/ENSG00000160801/ENSG00000154330/ENSG00000165092/ENSG00000128422/ENSG00000225950/ENSG00000141639/ENSG00000273079/ENSG00000105974/ENSG00000163734/ENSG00000134760/ENSG00000186081
TGFB_UP.V1_UP	TGFB_UP.V1_UP	143	-0.44269533417946644	-1.651971487114503	4.479283314669653e-4	0.003238866396761134	0.0014689147712074568	3195	tags=45%, list=25%, signal=34%	ENSG00000109099/ENSG00000137273/ENSG00000171988/ENSG00000167202/ENSG00000028839/ENSG00000136630/ENSG00000171608/ENSG00000198853/ENSG00000169047/ENSG00000155850/ENSG00000124216/ENSG00000171223/ENSG00000175727/ENSG00000117318/ENSG00000118523/ENSG00000109756/ENSG00000173334/ENSG00000213413/ENSG00000183963/ENSG00000101670/ENSG00000145779/ENSG00000119681/ENSG00000185650/ENSG00000134259/ENSG00000258818/ENSG00000124374/ENSG00000019144/ENSG00000118263/ENSG00000037280/ENSG00000149573/ENSG00000188015/ENSG00000197461/ENSG00000155090/ENSG00000170525/ENSG00000131435/ENSG00000196159/ENSG00000116106/ENSG00000164741/ENSG00000128342/ENSG00000118515/ENSG00000157557/ENSG00000104783/ENSG00000177606/ENSG00000168994/ENSG00000107104/ENSG00000102760/ENSG00000131746/ENSG00000156475/ENSG00000149591/ENSG00000073712/ENSG00000122863/ENSG00000114378/ENSG00000166173/ENSG00000255398/ENSG00000185652/ENSG00000131016/ENSG00000113578/ENSG00000154721/ENSG00000085741/ENSG00000003137/ENSG00000136826/ENSG00000162772/ENSG00000078401/ENSG00000108960
KRAS.600_UP.V1_DN	KRAS.600_UP.V1_DN	159	-0.42985188755294446	-1.6201858474212552	5.523031039434442e-4	0.0038456660570876855	0.0017441150650845606	2429	tags=37%, list=19%, signal=31%	ENSG00000015520/ENSG00000117228/ENSG00000113946/ENSG00000006047/ENSG00000088756/ENSG00000137078/ENSG00000173546/ENSG00000178726/ENSG00000006377/ENSG00000128284/ENSG00000105784/ENSG00000100033/ENSG00000179909/ENSG00000253305/ENSG00000185585/ENSG00000172543/ENSG00000151090/ENSG00000205978/ENSG00000197584/ENSG00000102230/ENSG00000080031/ENSG00000136546/ENSG00000168060/ENSG00000102349/ENSG00000171992/ENSG00000108984/ENSG00000138759/ENSG00000162882/ENSG00000092295/ENSG00000168269/ENSG00000149131/ENSG00000144476/ENSG00000085563/ENSG00000145824/ENSG00000163638/ENSG00000174807/ENSG00000206538/ENSG00000111344/ENSG00000101335/ENSG00000149591/ENSG00000171462/ENSG00000185652/ENSG00000180509/ENSG00000274286/ENSG00000134757/ENSG00000106123/ENSG00000186832/ENSG00000135960/ENSG00000078401/ENSG00000145936/ENSG00000109906/ENSG00000128422/ENSG00000132561/ENSG00000268104/ENSG00000134760/ENSG00000163017/ENSG00000122756/ENSG00000169035/ENSG00000135218
VEGF_A_UP.V1_UP	VEGF_A_UP.V1_UP	137	-0.4328632496622241	-1.6071352720911105	6.767426122264832e-4	0.004486873508353222	0.0020349202361512374	2275	tags=34%, list=18%, signal=28%	ENSG00000011021/ENSG00000111254/ENSG00000012822/ENSG00000002587/ENSG00000055955/ENSG00000126016/ENSG00000076258/ENSG00000123240/ENSG00000153208/ENSG00000239697/ENSG00000132326/ENSG00000105379/ENSG00000111859/ENSG00000111087/ENSG00000132470/ENSG00000110042/ENSG00000105374/ENSG00000166402/ENSG00000105270/ENSG00000118898/ENSG00000165424/ENSG00000112902/ENSG00000111077/ENSG00000139289/ENSG00000188042/ENSG00000007350/ENSG00000213398/ENSG00000204248/ENSG00000185950/ENSG00000186994/ENSG00000265972/ENSG00000101335/ENSG00000149591/ENSG00000103647/ENSG00000100979/ENSG00000157782/ENSG00000122420/ENSG00000163431/ENSG00000135063/ENSG00000198576/ENSG00000162772/ENSG00000145936/ENSG00000136960/ENSG00000261857/ENSG00000078596/ENSG00000132561
MEL18_DN.V1_DN	MEL18_DN.V1_DN	106	-0.45638075553310764	-1.6526251822132811	6.950075292482335e-4	0.004486873508353222	0.0020349202361512374	1811	tags=37%, list=14%, signal=32%	ENSG00000115594/ENSG00000182013/ENSG00000148935/ENSG00000105270/ENSG00000188641/ENSG00000165424/ENSG00000005020/ENSG00000158050/ENSG00000175899/ENSG00000243244/ENSG00000144366/ENSG00000105559/ENSG00000171408/ENSG00000149654/ENSG00000178573/ENSG00000064692/ENSG00000182621/ENSG00000162595/ENSG00000120833/ENSG00000145824/ENSG00000187955/ENSG00000066382/ENSG00000198300/ENSG00000069535/ENSG00000221818/ENSG00000250722/ENSG00000109654/ENSG00000164929/ENSG00000165795/ENSG00000170345/ENSG00000157064/ENSG00000153823/ENSG00000007062/ENSG00000124107/ENSG00000120738/ENSG00000184905/ENSG00000261857/ENSG00000172201/ENSG00000198947
CTIP_DN.V1_DN	CTIP_DN.V1_DN	89	-0.48255377495658186	-1.7080168736537409	7.159904534606205e-4	0.004486873508353222	0.0020349202361512374	2520	tags=39%, list=19%, signal=32%	ENSG00000170542/ENSG00000241106/ENSG00000131620/ENSG00000173762/ENSG00000167613/ENSG00000020633/ENSG00000071967/ENSG00000185386/ENSG00000100453/ENSG00000133101/ENSG00000242689/ENSG00000053702/ENSG00000185585/ENSG00000115112/ENSG00000132563/ENSG00000137672/ENSG00000196338/ENSG00000150281/ENSG00000101695/ENSG00000248099/ENSG00000149654/ENSG00000092295/ENSG00000151835/ENSG00000069535/ENSG00000197852/ENSG00000186204/ENSG00000107282/ENSG00000129757/ENSG00000156298/ENSG00000078401/ENSG00000052850/ENSG00000106278/ENSG00000006210/ENSG00000167754/ENSG00000178828
RB_P107_DN.V1_UP	RB_P107_DN.V1_UP	119	0.3321263270363687	1.556498645942813	0.00077399380804953565	0.004550295285119566	0.0020636837519299265	1669	tags=30%, list=13%, signal=27%	ENSG00000090889/ENSG00000130635/ENSG00000108821/ENSG00000171848/ENSG00000140937/ENSG00000182492/ENSG00000127129/ENSG00000183044/ENSG00000105011/ENSG00000075218/ENSG00000093009/ENSG00000198901/ENSG00000129038/ENSG00000162073/ENSG00000121152/ENSG00000123219/ENSG00000175305/ENSG00000164109/ENSG00000150551/ENSG00000141756/ENSG00000101412/ENSG00000164692/ENSG00000162063/ENSG00000138346/ENSG00000100479/ENSG00000106399/ENSG00000146143/ENSG00000198554/ENSG00000091651/ENSG00000204991/ENSG00000073111/ENSG00000187741/ENSG00000156831/ENSG00000161996/ENSG00000213551/ENSG00000105486
EGFR_UP.V1_UP	EGFR_UP.V1_UP	151	-0.42622368505669767	-1.5995239449742464	7.775186049094747e-4	0.004550295285119566	0.0020636837519299265	2048	tags=39%, list=16%, signal=33%	ENSG00000184588/ENSG00000117228/ENSG00000145012/ENSG00000186522/ENSG00000145779/ENSG00000198363/ENSG00000134470/ENSG00000137267/ENSG00000139679/ENSG00000147408/ENSG00000069482/ENSG00000101144/ENSG00000137575/ENSG00000115594/ENSG00000221869/ENSG00000197442/ENSG00000139793/ENSG00000166510/ENSG00000149573/ENSG00000113070/ENSG00000139289/ENSG00000175899/ENSG00000198689/ENSG00000177189/ENSG00000119326/ENSG00000134324/ENSG00000162645/ENSG00000119729/ENSG00000163220/ENSG00000128342/ENSG00000144063/ENSG00000143546/ENSG00000020577/ENSG00000150347/ENSG00000157557/ENSG00000116016/ENSG00000221968/ENSG00000120833/ENSG00000155324/ENSG00000146072/ENSG00000244405/ENSG00000074416/ENSG00000139318/ENSG00000142871/ENSG00000165030/ENSG00000073712/ENSG00000003436/ENSG00000131016/ENSG00000159200/ENSG00000136826/ENSG00000118495/ENSG00000148926/ENSG00000167772/ENSG00000162772/ENSG00000078401/ENSG00000073792/ENSG00000138356/ENSG00000146648/ENSG00000163017
CYCLIN_D1_UP.V1_UP	CYCLIN_D1_UP.V1_UP	125	-0.44244593955320166	-1.627957238729295	7.987220447284345e-4	0.004550295285119566	0.0020636837519299265	2871	tags=38%, list=22%, signal=30%	ENSG00000136098/ENSG00000253159/ENSG00000147065/ENSG00000141068/ENSG00000116717/ENSG00000172789/ENSG00000159840/ENSG00000166548/ENSG00000169684/ENSG00000151224/ENSG00000183963/ENSG00000160613/ENSG00000178726/ENSG00000126458/ENSG00000124067/ENSG00000221869/ENSG00000087237/ENSG00000105374/ENSG00000173846/ENSG00000123360/ENSG00000184481/ENSG00000119185/ENSG00000070778/ENSG00000150281/ENSG00000126561/ENSG00000150594/ENSG00000163251/ENSG00000125968/ENSG00000144063/ENSG00000157557/ENSG00000142627/ENSG00000099204/ENSG00000148082/ENSG00000136717/ENSG00000148604/ENSG00000149591/ENSG00000166825/ENSG00000274286/ENSG00000136826/ENSG00000186642/ENSG00000135063/ENSG00000168824/ENSG00000120738/ENSG00000112175/ENSG00000164825/ENSG00000167755/ENSG00000167434
PRC2_EZH2_UP.V1_DN	PRC2_EZH2_UP.V1_DN	130	0.3303099206668275	1.5611278951167222	8.375209380234506e-4	0.004630998127894374	0.002100284705260046	1982	tags=32%, list=15%, signal=28%	ENSG00000090889/ENSG00000117724/ENSG00000126787/ENSG00000176092/ENSG00000072571/ENSG00000123485/ENSG00000137573/ENSG00000113368/ENSG00000106462/ENSG00000151725/ENSG00000112742/ENSG00000130751/ENSG00000144218/ENSG00000093009/ENSG00000178999/ENSG00000114346/ENSG00000119969/ENSG00000163808/ENSG00000007402/ENSG00000085999/ENSG00000065328/ENSG00000121152/ENSG00000104147/ENSG00000162745/ENSG00000013810/ENSG00000164078/ENSG00000130529/ENSG00000152495/ENSG00000138346/ENSG00000186340/ENSG00000153707/ENSG00000073111/ENSG00000184445/ENSG00000085978/ENSG00000092470/ENSG00000134222/ENSG00000095383/ENSG00000167513/ENSG00000072133/ENSG00000164045/ENSG00000127399/ENSG00000023892
CSR_LATE_UP.V1_UP	CSR_LATE_UP.V1_UP	132	0.3520041056111858	1.6683505549075728	8.64304235090752e-4	0.004642548462773182	0.002105523099018072	2009	tags=31%, list=16%, signal=27%	ENSG00000143228/ENSG00000168078/ENSG00000276043/ENSG00000106537/ENSG00000175063/ENSG00000111057/ENSG00000089685/ENSG00000170312/ENSG00000171848/ENSG00000106462/ENSG00000111206/ENSG00000101447/ENSG00000092853/ENSG00000171241/ENSG00000122952/ENSG00000134690/ENSG00000189159/ENSG00000161980/ENSG00000141526/ENSG00000187634/ENSG00000131153/ENSG00000133107/ENSG00000071539/ENSG00000115233/ENSG00000136108/ENSG00000079616/ENSG00000174442/ENSG00000102172/ENSG00000097046/ENSG00000103495/ENSG00000102265/ENSG00000187741/ENSG00000179958/ENSG00000165244/ENSG00000164885/ENSG00000133302/ENSG00000128050/ENSG00000136518/ENSG00000110080/ENSG00000154582/ENSG00000164465
IL15_UP.V1_DN	IL15_UP.V1_DN	114	-0.45016071946833675	-1.6390676771914723	9.238942141124841e-4	0.004754411599415534	0.0021562561005188025	2569	tags=46%, list=20%, signal=37%	ENSG00000112812/ENSG00000121807/ENSG00000104728/ENSG00000110852/ENSG00000019485/ENSG00000100100/ENSG00000186522/ENSG00000118322/ENSG00000018236/ENSG00000118308/ENSG00000102057/ENSG00000124019/ENSG00000064201/ENSG00000146278/ENSG00000164920/ENSG00000141655/ENSG00000151491/ENSG00000188015/ENSG00000123342/ENSG00000113205/ENSG00000162618/ENSG00000140682/ENSG00000143631/ENSG00000110799/ENSG00000188042/ENSG00000103710/ENSG00000108984/ENSG00000171747/ENSG00000164949/ENSG00000019549/ENSG00000154917/ENSG00000116396/ENSG00000137875/ENSG00000137872/ENSG00000205213/ENSG00000221818/ENSG00000265972/ENSG00000129194/ENSG00000065534/ENSG00000176153/ENSG00000142677/ENSG00000129757/ENSG00000174175/ENSG00000186205/ENSG00000119121/ENSG00000153253/ENSG00000154529/ENSG00000007062/ENSG00000013297/ENSG00000124107/ENSG00000124134/ENSG00000005102
STK33_UP	STK33_UP	221	-0.393970288621782	-1.5227361798701928	9.582623509369676e-4	0.004754411599415534	0.0021562561005188025	2418	tags=30%, list=19%, signal=25%	ENSG00000173334/ENSG00000110852/ENSG00000140199/ENSG00000181634/ENSG00000186522/ENSG00000099250/ENSG00000105835/ENSG00000071967/ENSG00000154945/ENSG00000099256/ENSG00000139278/ENSG00000185650/ENSG00000178726/ENSG00000198363/ENSG00000088854/ENSG00000275302/ENSG00000139679/ENSG00000165029/ENSG00000105855/ENSG00000177182/ENSG00000163565/ENSG00000197629/ENSG00000261609/ENSG00000253276/ENSG00000145390/ENSG00000113916/ENSG00000113070/ENSG00000139289/ENSG00000169554/ENSG00000154640/ENSG00000197329/ENSG00000087074/ENSG00000067082/ENSG00000150347/ENSG00000118515/ENSG00000177606/ENSG00000174944/ENSG00000144655/ENSG00000171659/ENSG00000185022/ENSG00000127951/ENSG00000107738/ENSG00000115963/ENSG00000134531/ENSG00000120129/ENSG00000003436/ENSG00000123700/ENSG00000113369/ENSG00000165410/ENSG00000165071/ENSG00000179388/ENSG00000128016/ENSG00000125355/ENSG00000127920/ENSG00000122877/ENSG00000148926/ENSG00000146592/ENSG00000170345/ENSG00000153823/ENSG00000120738/ENSG00000163739/ENSG00000135046/ENSG00000163734/ENSG00000135218/ENSG00000081041/ENSG00000170323
EGFR_UP.V1_DN	EGFR_UP.V1_DN	148	0.32386949785391994	1.5540432464342313	9.80392156862745e-4	0.004754411599415534	0.0021562561005188025	1726	tags=32%, list=13%, signal=28%	ENSG00000108176/ENSG00000143476/ENSG00000118513/ENSG00000085831/ENSG00000275713/ENSG00000125850/ENSG00000138160/ENSG00000084444/ENSG00000167183/ENSG00000106462/ENSG00000180573/ENSG00000143412/ENSG00000134986/ENSG00000151725/ENSG00000116299/ENSG00000073350/ENSG00000136492/ENSG00000187837/ENSG00000196208/ENSG00000196074/ENSG00000151892/ENSG00000172575/ENSG00000135931/ENSG00000168280/ENSG00000123473/ENSG00000106688/ENSG00000140443/ENSG00000108375/ENSG00000103024/ENSG00000198521/ENSG00000177565/ENSG00000160183/ENSG00000196247/ENSG00000115468/ENSG00000138175/ENSG00000161267/ENSG00000143126/ENSG00000131188/ENSG00000204516/ENSG00000137628/ENSG00000151150/ENSG00000104205/ENSG00000122779/ENSG00000138794/ENSG00000180530/ENSG00000104093/ENSG00000128513
GCNP_SHH_UP_LATE.V1_UP	GCNP_SHH_UP_LATE.V1_UP	151	0.38203141143325986	1.8386940596195522	0.001001001001001001	0.004754411599415534	0.0021562561005188025	2013	tags=26%, list=16%, signal=23%	ENSG00000129514/ENSG00000185499/ENSG00000118513/ENSG00000158402/ENSG00000126787/ENSG00000137804/ENSG00000123975/ENSG00000170312/ENSG00000129810/ENSG00000038427/ENSG00000171848/ENSG00000107105/ENSG00000167900/ENSG00000087586/ENSG00000142945/ENSG00000100625/ENSG00000073350/ENSG00000237649/ENSG00000130751/ENSG00000178999/ENSG00000198901/ENSG00000130202/ENSG00000117155/ENSG00000065328/ENSG00000121594/ENSG00000113810/ENSG00000205002/ENSG00000071539/ENSG00000127995/ENSG00000162702/ENSG00000006576/ENSG00000104738/ENSG00000137767/ENSG00000149554/ENSG00000105486/ENSG00000123453/ENSG00000129083/ENSG00000115239/ENSG00000164045/ENSG00000119778
GCNP_SHH_UP_LATE.V1_DN	GCNP_SHH_UP_LATE.V1_DN	139	-0.42918423471385486	-1.5965372232144823	0.0010115769360458582	0.004754411599415534	0.0021562561005188025	1875	tags=24%, list=15%, signal=21%	ENSG00000124104/ENSG00000112559/ENSG00000171649/ENSG00000100079/ENSG00000203883/ENSG00000103852/ENSG00000253276/ENSG00000132386/ENSG00000164236/ENSG00000122547/ENSG00000114019/ENSG00000116729/ENSG00000171747/ENSG00000181773/ENSG00000149289/ENSG00000163032/ENSG00000186994/ENSG00000167311/ENSG00000058085/ENSG00000111912/ENSG00000170989/ENSG00000010932/ENSG00000198478/ENSG00000169894/ENSG00000171522/ENSG00000160801/ENSG00000106123/ENSG00000078401/ENSG00000169252/ENSG00000188763/ENSG00000130176/ENSG00000006210/ENSG00000167755/ENSG00000129455
RAF_UP.V1_DN	RAF_UP.V1_DN	161	0.3542971498700873	1.7159166457599864	0.0010741138560687433	0.004830421377183967	0.0021907286201114295	1718	tags=34%, list=13%, signal=30%	ENSG00000108176/ENSG00000134215/ENSG00000118513/ENSG00000189334/ENSG00000172379/ENSG00000074410/ENSG00000085831/ENSG00000084444/ENSG00000183044/ENSG00000104447/ENSG00000175356/ENSG00000141682/ENSG00000072858/ENSG00000140479/ENSG00000116299/ENSG00000111490/ENSG00000092978/ENSG00000196208/ENSG00000137203/ENSG00000151892/ENSG00000146950/ENSG00000172575/ENSG00000135931/ENSG00000137501/ENSG00000170017/ENSG00000106688/ENSG00000120756/ENSG00000076716/ENSG00000140443/ENSG00000113739/ENSG00000104381/ENSG00000154380/ENSG00000175175/ENSG00000120262/ENSG00000182022/ENSG00000109452/ENSG00000115159/ENSG00000183161/ENSG00000117479/ENSG00000176842/ENSG00000160183/ENSG00000138175/ENSG00000131171/ENSG00000185697/ENSG00000110092/ENSG00000109814/ENSG00000143126/ENSG00000144736/ENSG00000157693/ENSG00000101343/ENSG00000204516/ENSG00000151208/ENSG00000049130/ENSG00000115457/ENSG00000067992
KRAS.AMP.LUNG_UP.V1_DN	KRAS.AMP.LUNG_UP.V1_DN	87	-0.477356381320006	-1.6845945498222512	0.001079136690647482	0.004830421377183967	0.0021907286201114295	2472	tags=47%, list=19%, signal=38%	ENSG00000108759/ENSG00000118058/ENSG00000163564/ENSG00000159640/ENSG00000106976/ENSG00000072694/ENSG00000184208/ENSG00000185245/ENSG00000037965/ENSG00000121671/ENSG00000166349/ENSG00000130052/ENSG00000113946/ENSG00000159423/ENSG00000124374/ENSG00000100033/ENSG00000128266/ENSG00000149527/ENSG00000134072/ENSG00000074660/ENSG00000145390/ENSG00000080031/ENSG00000105737/ENSG00000079337/ENSG00000150281/ENSG00000184160/ENSG00000064205/ENSG00000132205/ENSG00000108622/ENSG00000063127/ENSG00000174059/ENSG00000127951/ENSG00000136869/ENSG00000103647/ENSG00000135547/ENSG00000007062/ENSG00000134121/ENSG00000128918/ENSG00000144230/ENSG00000154736/ENSG00000266524
